,Age,Embarked,Fare,Parch,PassengerId,Pclass,Sex,Survived,FamilySize,IsAlone,Has_Cabin,Title
432,42.0,0,2,0,433,2,0,1.0,2,0,0,Mrs
433,17.0,0,0,0,434,3,1,0.0,1,1,0,Mr
434,50.0,0,3,0,435,1,1,0.0,2,0,1,Mr
435,14.0,0,3,2,436,1,0,1.0,4,0,1,Miss
436,21.0,0,3,2,437,3,0,0.0,5,0,0,Miss
437,24.0,0,2,3,438,2,0,1.0,6,0,0,Mrs
438,64.0,0,3,4,439,1,1,0.0,6,0,1,Mr
439,31.0,0,1,0,440,2,1,0.0,1,1,0,Mr
440,45.0,0,2,1,441,2,0,1.0,3,0,0,Mrs
441,20.0,0,1,0,442,3,1,0.0,1,1,0,Mr
442,25.0,0,0,0,443,3,1,0.0,2,0,0,Mr
443,28.0,0,1,0,444,2,0,1.0,1,1,0,Miss
444,28.0,0,1,0,445,3,1,1.0,1,1,0,Mr
445,4.0,0,3,2,446,1,1,1.0,3,0,1,Master
446,13.0,0,2,1,447,2,0,1.0,2,0,0,Miss
447,34.0,0,2,0,448,1,1,1.0,1,1,0,Mr
448,5.0,1,2,1,449,3,0,1.0,4,0,0,Miss
449,52.0,0,2,0,450,1,1,1.0,1,1,1,Rare
450,36.0,0,2,2,451,2,1,0.0,4,0,0,Mr
451,28.0,0,2,0,452,3,1,0.0,2,0,0,Mr
452,30.0,1,2,0,453,1,1,0.0,1,1,1,Mr
453,49.0,1,3,0,454,1,1,1.0,2,0,1,Mr
454,28.0,0,1,0,455,3,1,0.0,1,1,0,Mr
455,29.0,1,0,0,456,3,1,1.0,1,1,0,Mr
456,65.0,0,2,0,457,1,1,0.0,1,1,1,Mr
457,28.0,0,3,0,458,1,0,1.0,2,0,1,Mrs
458,50.0,0,1,0,459,2,0,1.0,1,1,0,Miss
459,28.0,2,0,0,460,3,1,0.0,1,1,0,Mr
460,48.0,0,2,0,461,1,1,1.0,1,1,1,Mr
461,34.0,0,1,0,462,3,1,0.0,1,1,0,Mr
462,47.0,0,3,0,463,1,1,0.0,1,1,1,Mr
463,48.0,0,1,0,464,2,1,0.0,1,1,0,Mr
464,28.0,0,1,0,465,3,1,0.0,1,1,0,Mr
465,38.0,0,0,0,466,3,1,0.0,1,1,0,Mr
466,28.0,0,0,0,467,2,1,0.0,1,1,0,Mr
467,56.0,0,2,0,468,1,1,0.0,1,1,0,Mr
468,28.0,2,0,0,469,3,1,0.0,1,1,0,Mr
469,0.75,1,2,1,470,3,0,1.0,4,0,0,Miss
470,28.0,0,0,0,471,3,1,0.0,1,1,0,Mr
471,38.0,0,1,0,472,3,1,0.0,1,1,0,Mr
472,33.0,0,2,2,473,2,0,1.0,4,0,0,Mrs
473,23.0,1,1,0,474,2,0,1.0,1,1,1,Mrs
474,22.0,0,1,0,475,3,0,0.0,1,1,0,Miss
475,28.0,0,3,0,476,1,1,0.0,1,1,1,Mr
476,34.0,0,2,0,477,2,1,0.0,2,0,0,Mr
477,29.0,0,0,0,478,3,1,0.0,2,0,0,Mr
478,22.0,0,0,0,479,3,1,0.0,1,1,0,Mr
479,2.0,0,1,1,480,3,0,1.0,2,0,0,Miss
480,9.0,0,3,2,481,3,1,0.0,8,0,0,Master
481,28.0,0,0,0,482,2,1,0.0,1,1,0,Mr
482,50.0,0,1,0,483,3,1,0.0,1,1,0,Mr
483,63.0,0,1,0,484,3,0,1.0,1,1,0,Mrs
484,25.0,1,3,0,485,1,1,1.0,2,0,1,Mr
485,28.0,0,2,1,486,3,0,0.0,5,0,0,Miss
486,35.0,0,3,0,487,1,0,1.0,2,0,1,Mrs
487,58.0,1,2,0,488,1,1,0.0,1,1,1,Mr
488,30.0,0,1,0,489,3,1,0.0,1,1,0,Mr
489,9.0,0,2,1,490,3,1,1.0,3,0,0,Master
490,28.0,0,2,0,491,3,1,0.0,2,0,0,Mr
491,21.0,0,0,0,492,3,1,0.0,1,1,0,Mr
492,55.0,0,2,0,493,1,1,0.0,1,1,1,Mr
493,71.0,1,3,0,494,1,1,0.0,1,1,0,Mr
494,21.0,0,1,0,495,3,1,0.0,1,1,0,Mr
495,28.0,1,2,0,496,3,1,0.0,1,1,0,Mr
496,54.0,1,3,0,497,1,0,1.0,2,0,1,Miss
497,28.0,0,2,0,498,3,1,0.0,1,1,0,Mr
498,25.0,0,3,2,499,1,0,0.0,4,0,1,Mrs
499,24.0,0,0,0,500,3,1,0.0,1,1,0,Mr
500,17.0,0,1,0,501,3,1,0.0,1,1,0,Mr
501,21.0,2,0,0,502,3,0,0.0,1,1,0,Miss
502,28.0,2,0,0,503,3,0,0.0,1,1,0,Miss
503,37.0,0,1,0,504,3,0,0.0,1,1,0,Miss
504,16.0,0,3,0,505,1,0,1.0,1,1,1,Miss
505,18.0,1,3,0,506,1,1,0.0,2,0,1,Mr
506,33.0,0,2,2,507,2,0,1.0,3,0,0,Mrs
507,28.0,0,2,0,508,1,1,1.0,1,1,0,Mr
508,28.0,0,2,0,509,3,1,0.0,1,1,0,Mr
509,26.0,0,3,0,510,3,1,1.0,1,1,0,Mr
510,29.0,2,0,0,511,3,1,1.0,1,1,0,Mr
511,28.0,0,1,0,512,3,1,0.0,1,1,0,Mr
512,36.0,0,2,0,513,1,1,1.0,1,1,1,Mr
513,54.0,1,3,0,514,1,0,1.0,2,0,0,Mrs
514,24.0,0,0,0,515,3,1,0.0,1,1,0,Mr
515,47.0,0,3,0,516,1,1,0.0,1,1,1,Mr
516,34.0,0,1,0,517,2,0,1.0,1,1,1,Mrs
517,28.0,2,2,0,518,3,1,0.0,1,1,0,Mr
518,36.0,0,2,0,519,2,0,1.0,2,0,0,Mrs
519,32.0,0,0,0,520,3,1,0.0,1,1,0,Mr
520,30.0,0,3,0,521,1,0,1.0,1,1,1,Miss
521,22.0,0,0,0,522,3,1,0.0,1,1,0,Mr
522,28.0,1,0,0,523,3,1,0.0,1,1,0,Mr
523,44.0,1,3,1,524,1,0,1.0,2,0,1,Mrs
524,28.0,1,0,0,525,3,1,0.0,1,1,0,Mr
525,40.5,2,0,0,526,3,1,0.0,1,1,0,Mr
526,50.0,0,1,0,527,2,0,1.0,1,1,0,Miss
527,28.0,0,3,0,528,1,1,0.0,1,1,1,Mr
528,39.0,0,1,0,529,3,1,0.0,1,1,0,Mr
529,23.0,0,1,1,530,2,1,0.0,4,0,0,Mr
530,2.0,0,2,1,531,2,0,1.0,3,0,0,Miss
531,28.0,1,0,0,532,3,1,0.0,1,1,0,Mr
532,17.0,1,0,1,533,3,1,0.0,3,0,0,Mr
533,28.0,1,2,2,534,3,0,1.0,3,0,0,Mrs
534,30.0,0,1,0,535,3,0,0.0,1,1,0,Miss
535,7.0,0,2,2,536,2,0,1.0,3,0,0,Miss
536,45.0,0,2,0,537,1,1,0.0,1,1,1,Rare
537,30.0,1,3,0,538,1,0,1.0,1,1,0,Miss
538,28.0,0,2,0,539,3,1,0.0,1,1,0,Mr
539,22.0,1,3,2,540,1,0,1.0,3,0,1,Miss
540,36.0,0,3,2,541,1,0,1.0,3,0,1,Miss
541,9.0,0,3,2,542,3,0,0.0,7,0,0,Miss
542,11.0,0,3,2,543,3,0,0.0,7,0,0,Miss
543,32.0,0,2,0,544,2,1,1.0,2,0,0,Mr
544,50.0,1,3,0,545,1,1,0.0,2,0,1,Mr
545,64.0,0,2,0,546,1,1,0.0,1,1,0,Mr
546,19.0,0,2,0,547,2,0,1.0,2,0,0,Mrs
547,28.0,1,1,0,548,2,1,1.0,1,1,0,Mr
548,33.0,0,2,1,549,3,1,0.0,3,0,0,Mr
549,8.0,0,3,1,550,2,1,1.0,3,0,0,Master
550,17.0,1,3,2,551,1,1,1.0,3,0,1,Mr
551,27.0,0,2,0,552,2,1,0.0,1,1,0,Mr
552,28.0,2,0,0,553,3,1,0.0,1,1,0,Mr
553,22.0,1,0,0,554,3,1,1.0,1,1,0,Mr
554,22.0,0,0,0,555,3,0,1.0,1,1,0,Miss
555,62.0,0,2,0,556,1,1,0.0,1,1,0,Mr
556,48.0,1,3,0,557,1,0,1.0,2,0,1,Rare
557,28.0,1,3,0,558,1,1,0.0,1,1,0,Mr
558,39.0,0,3,1,559,1,0,1.0,3,0,1,Mrs
559,36.0,0,2,0,560,3,0,1.0,2,0,0,Mrs
560,28.0,2,0,0,561,3,1,0.0,1,1,0,Mr
561,40.0,0,0,0,562,3,1,0.0,1,1,0,Mr
562,28.0,0,1,0,563,2,1,0.0,1,1,0,Mr
563,28.0,0,1,0,564,3,1,0.0,1,1,0,Mr
564,28.0,0,1,0,565,3,0,0.0,1,1,0,Miss
565,24.0,0,2,0,566,3,1,0.0,3,0,0,Mr
566,19.0,0,0,0,567,3,1,0.0,1,1,0,Mr
567,29.0,0,2,4,568,3,0,0.0,5,0,0,Mrs
568,28.0,1,0,0,569,3,1,0.0,1,1,0,Mr
569,32.0,0,0,0,570,3,1,1.0,1,1,0,Mr
570,62.0,0,1,0,571,2,1,1.0,1,1,0,Mr
571,53.0,0,3,0,572,1,0,1.0,3,0,1,Mrs
572,36.0,0,2,0,573,1,1,1.0,1,1,1,Mr
573,28.0,2,0,0,574,3,0,1.0,1,1,0,Miss
574,16.0,0,1,0,575,3,1,0.0,1,1,0,Mr
575,19.0,0,2,0,576,3,1,0.0,1,1,0,Mr
576,34.0,0,1,0,577,2,0,1.0,1,1,0,Miss
577,39.0,0,3,0,578,1,0,1.0,2,0,1,Mrs
578,28.0,1,2,0,579,3,0,0.0,2,0,0,Mrs
579,32.0,0,1,0,580,3,1,1.0,1,1,0,Mr
580,25.0,0,2,1,581,2,0,1.0,3,0,0,Miss
581,39.0,1,3,1,582,1,0,1.0,3,0,1,Mrs
582,54.0,0,2,0,583,2,1,0.0,1,1,0,Mr
583,36.0,1,3,0,584,1,1,0.0,1,1,1,Mr
584,28.0,1,1,0,585,3,1,0.0,1,1,0,Mr
585,18.0,0,3,2,586,1,0,1.0,3,0,1,Miss
586,47.0,0,2,0,587,2,1,0.0,1,1,0,Mr
587,60.0,1,3,1,588,1,1,1.0,3,0,1,Mr
588,22.0,0,1,0,589,3,1,0.0,1,1,0,Mr
589,28.0,0,1,0,590,3,1,0.0,1,1,0,Mr
590,35.0,0,0,0,591,3,1,0.0,1,1,0,Mr
591,52.0,1,3,0,592,1,0,1.0,2,0,1,Mrs
592,47.0,0,0,0,593,3,1,0.0,1,1,0,Mr
593,28.0,2,0,2,594,3,0,0.0,3,0,0,Miss
594,37.0,0,2,0,595,2,1,0.0,2,0,0,Mr
595,36.0,0,2,1,596,3,1,0.0,3,0,0,Mr
596,28.0,0,3,0,597,2,0,1.0,1,1,0,Miss
597,49.0,0,0,0,598,3,1,0.0,1,1,0,Mr
598,28.0,1,0,0,599,3,1,0.0,1,1,0,Mr
599,49.0,1,3,0,600,1,1,1.0,2,0,1,Rare
600,24.0,0,2,1,601,2,0,1.0,4,0,0,Mrs
601,28.0,0,0,0,602,3,1,0.0,1,1,0,Mr
602,28.0,0,3,0,603,1,1,0.0,1,1,0,Mr
603,44.0,0,1,0,604,3,1,0.0,1,1,0,Mr
604,35.0,1,2,0,605,1,1,1.0,1,1,0,Mr
605,36.0,0,2,0,606,3,1,0.0,2,0,0,Mr
606,30.0,0,0,0,607,3,1,0.0,1,1,0,Mr
607,27.0,0,2,0,608,1,1,1.0,1,1,0,Mr
608,22.0,1,3,2,609,2,0,1.0,4,0,0,Mrs
609,40.0,0,3,0,610,1,0,1.0,1,1,1,Miss
610,39.0,0,3,5,611,3,0,0.0,7,0,0,Mrs
611,28.0,0,0,0,612,3,1,0.0,1,1,0,Mr
612,28.0,2,2,0,613,3,0,1.0,2,0,0,Miss
613,28.0,2,0,0,614,3,1,0.0,1,1,0,Mr
614,35.0,0,1,0,615,3,1,0.0,1,1,0,Mr
615,24.0,0,3,2,616,2,0,1.0,4,0,0,Miss
616,34.0,0,1,1,617,3,1,0.0,3,0,0,Mr
617,26.0,0,2,0,618,3,0,0.0,2,0,0,Mrs
618,4.0,0,3,1,619,2,0,1.0,4,0,1,Miss
619,26.0,0,1,0,620,2,1,0.0,1,1,0,Mr
620,27.0,1,2,0,621,3,1,0.0,2,0,0,Mr
621,42.0,0,3,0,622,1,1,1.0,2,0,1,Mr
622,20.0,1,2,1,623,3,1,1.0,3,0,0,Mr
623,21.0,0,0,0,624,3,1,0.0,1,1,0,Mr
624,21.0,0,2,0,625,3,1,0.0,1,1,0,Mr
625,61.0,0,3,0,626,1,1,0.0,1,1,1,Mr
626,57.0,2,1,0,627,2,1,0.0,1,1,0,Rare
627,21.0,0,3,0,628,1,0,1.0,1,1,1,Miss
628,26.0,0,0,0,629,3,1,0.0,1,1,0,Mr
629,28.0,2,0,0,630,3,1,0.0,1,1,0,Mr
630,80.0,0,2,0,631,1,1,1.0,1,1,1,Mr
631,51.0,0,0,0,632,3,1,0.0,1,1,0,Mr
632,32.0,1,2,0,633,1,1,1.0,1,1,1,Rare
633,28.0,0,0,0,634,1,1,0.0,1,1,0,Mr
634,9.0,0,2,2,635,3,0,0.0,6,0,0,Miss
635,28.0,0,1,0,636,2,0,1.0,1,1,0,Miss
636,32.0,0,1,0,637,3,1,0.0,1,1,0,Mr
637,31.0,0,2,1,638,2,1,0.0,3,0,0,Mr
638,41.0,0,3,5,639,3,0,0.0,6,0,0,Mrs
639,28.0,0,2,0,640,3,1,0.0,2,0,0,Mr
640,20.0,0,0,0,641,3,1,0.0,1,1,0,Mr
641,24.0,1,3,0,642,1,0,1.0,1,1,1,Miss
642,2.0,0,2,2,643,3,0,0.0,6,0,0,Miss
643,28.0,0,3,0,644,3,1,1.0,1,1,0,Mr
644,0.75,1,2,1,645,3,0,1.0,4,0,0,Miss
645,48.0,1,3,0,646,1,1,1.0,2,0,1,Mr
646,19.0,0,0,0,647,3,1,0.0,1,1,0,Mr
647,56.0,1,3,0,648,1,1,1.0,1,1,1,Rare
648,28.0,0,0,0,649,3,1,0.0,1,1,0,Mr
649,23.0,0,0,0,650,3,0,1.0,1,1,0,Miss
650,28.0,0,0,0,651,3,1,0.0,1,1,0,Mr
651,18.0,0,2,1,652,2,0,1.0,2,0,0,Miss
652,21.0,0,1,0,653,3,1,0.0,1,1,0,Mr
653,28.0,2,0,0,654,3,0,1.0,1,1,0,Miss
654,18.0,2,0,0,655,3,0,0.0,1,1,0,Miss
655,24.0,0,3,0,656,2,1,0.0,3,0,0,Mr
656,28.0,0,0,0,657,3,1,0.0,1,1,0,Mr
657,32.0,2,2,1,658,3,0,0.0,3,0,0,Mrs
658,23.0,0,1,0,659,2,1,0.0,1,1,0,Mr
659,58.0,1,3,2,660,1,1,0.0,3,0,1,Mr
660,50.0,0,3,0,661,1,1,1.0,3,0,0,Rare
661,40.0,1,0,0,662,3,1,0.0,1,1,0,Mr
662,47.0,0,2,0,663,1,1,0.0,1,1,1,Mr
663,36.0,0,0,0,664,3,1,0.0,1,1,0,Mr
664,20.0,0,1,0,665,3,1,1.0,2,0,0,Mr
665,32.0,0,3,0,666,2,1,0.0,3,0,0,Mr
666,25.0,0,1,0,667,2,1,0.0,1,1,0,Mr
667,28.0,0,0,0,668,3,1,0.0,1,1,0,Mr
668,43.0,0,1,0,669,3,1,0.0,1,1,0,Mr
669,28.0,0,3,0,670,1,0,1.0,2,0,1,Mrs
670,40.0,0,3,1,671,2,0,1.0,3,0,0,Mrs
671,31.0,0,3,0,672,1,1,0.0,2,0,1,Mr
672,70.0,0,1,0,673,2,1,0.0,1,1,0,Mr
673,31.0,0,1,0,674,2,1,1.0,1,1,0,Mr
674,28.0,0,0,0,675,2,1,0.0,1,1,0,Mr
675,18.0,0,0,0,676,3,1,0.0,1,1,0,Mr
676,24.5,0,1,0,677,3,1,0.0,1,1,0,Mr
677,18.0,0,1,0,678,3,0,1.0,1,1,0,Miss
678,43.0,0,3,6,679,3,0,0.0,8,0,0,Mrs
679,36.0,1,3,1,680,1,1,1.0,2,0,1,Mr
680,28.0,2,1,0,681,3,0,0.0,1,1,0,Miss
681,27.0,1,3,0,682,1,1,1.0,1,1,1,Mr
682,20.0,0,1,0,683,3,1,0.0,1,1,0,Mr
683,14.0,0,3,2,684,3,1,0.0,8,0,0,Mr
684,60.0,0,3,1,685,2,1,0.0,3,0,0,Mr
685,25.0,1,3,2,686,2,1,0.0,4,0,0,Mr
686,14.0,0,3,1,687,3,1,0.0,6,0,0,Mr
687,19.0,0,1,0,688,3,1,0.0,1,1,0,Mr
688,18.0,0,0,0,689,3,1,0.0,1,1,0,Mr
689,15.0,0,3,1,690,1,0,1.0,2,0,1,Miss
690,31.0,0,3,0,691,1,1,1.0,2,0,1,Mr
691,4.0,1,1,1,692,3,0,1.0,2,0,0,Miss
692,28.0,0,3,0,693,3,1,1.0,1,1,0,Mr
693,25.0,1,0,0,694,3,1,0.0,1,1,0,Mr
694,60.0,0,2,0,695,1,1,0.0,1,1,0,Rare
695,52.0,0,1,0,696,2,1,0.0,1,1,0,Mr
696,44.0,0,1,0,697,3,1,0.0,1,1,0,Mr
697,28.0,2,0,0,698,3,0,1.0,1,1,0,Miss
698,49.0,1,3,1,699,1,1,0.0,3,0,1,Mr
699,42.0,0,0,0,700,3,1,0.0,1,1,1,Mr
700,18.0,1,3,0,701,1,0,1.0,2,0,1,Mrs
701,35.0,0,2,0,702,1,1,1.0,1,1,1,Mr
702,18.0,1,2,1,703,3,0,0.0,2,0,0,Miss
703,25.0,2,0,0,704,3,1,0.0,1,1,0,Mr
704,26.0,0,0,0,705,3,1,0.0,2,0,0,Mr
705,39.0,0,2,0,706,2,1,0.0,1,1,0,Mr
706,45.0,0,1,0,707,2,0,1.0,1,1,0,Mrs
707,42.0,0,2,0,708,1,1,1.0,1,1,1,Mr
708,22.0,0,3,0,709,1,0,1.0,1,1,0,Miss
709,28.0,1,2,1,710,3,1,1.0,3,0,0,Master
710,24.0,1,3,0,711,1,0,1.0,1,1,1,Miss
711,28.0,0,2,0,712,1,1,0.0,1,1,1,Mr
712,48.0,0,3,0,713,1,1,1.0,2,0,1,Mr
713,29.0,0,1,0,714,3,1,0.0,1,1,0,Mr
714,52.0,0,1,0,715,2,1,0.0,1,1,0,Mr
715,19.0,0,0,0,716,3,1,0.0,1,1,1,Mr
716,38.0,1,3,0,717,1,0,1.0,1,1,1,Miss
717,27.0,0,1,0,718,2,0,1.0,1,1,1,Miss
718,28.0,2,2,0,719,3,1,0.0,1,1,0,Mr
719,33.0,0,0,0,720,3,1,0.0,1,1,0,Mr
720,6.0,0,3,1,721,2,0,1.0,2,0,0,Miss
721,17.0,0,0,0,722,3,1,0.0,2,0,0,Mr
722,34.0,0,1,0,723,2,1,0.0,1,1,0,Mr
723,50.0,0,1,0,724,2,1,0.0,1,1,0,Mr
724,27.0,0,3,0,725,1,1,1.0,2,0,1,Mr
725,20.0,0,1,0,726,3,1,0.0,1,1,0,Mr
726,30.0,0,2,0,727,2,0,1.0,4,0,0,Mrs
727,28.0,2,0,0,728,3,0,1.0,1,1,0,Miss
728,25.0,0,2,0,729,2,1,0.0,2,0,0,Mr
729,25.0,0,1,0,730,3,0,0.0,2,0,0,Miss
730,29.0,0,3,0,731,1,0,1.0,1,1,1,Miss
731,11.0,1,2,0,732,3,1,0.0,1,1,0,Mr
732,28.0,0,0,0,733,2,1,0.0,1,1,0,Mr
733,23.0,0,1,0,734,2,1,0.0,1,1,0,Mr
734,23.0,0,1,0,735,2,1,0.0,1,1,0,Mr
735,28.5,0,2,0,736,3,1,0.0,1,1,0,Mr
736,48.0,0,3,3,737,3,0,0.0,5,0,0,Mrs
737,35.0,1,3,0,738,1,1,1.0,1,1,1,Mr
738,28.0,0,0,0,739,3,1,0.0,1,1,0,Mr
739,28.0,0,0,0,740,3,1,0.0,1,1,0,Mr
740,28.0,0,2,0,741,1,1,1.0,1,1,1,Mr
741,36.0,0,3,0,742,1,1,0.0,2,0,1,Mr
742,21.0,1,3,2,743,1,0,1.0,5,0,1,Miss
743,24.0,0,2,0,744,3,1,0.0,2,0,0,Mr
744,31.0,0,1,0,745,3,1,1.0,1,1,0,Mr
745,70.0,0,3,1,746,1,1,0.0,3,0,1,Rare
746,16.0,0,2,1,747,3,1,0.0,3,0,0,Mr
747,30.0,0,1,0,748,2,0,1.0,1,1,0,Miss
748,19.0,0,3,0,749,1,1,0.0,2,0,1,Mr
749,31.0,2,0,0,750,3,1,0.0,1,1,0,Mr
750,4.0,0,2,1,751,2,0,1.0,3,0,0,Miss
751,6.0,0,1,1,752,3,1,1.0,2,0,1,Master
752,33.0,0,1,0,753,3,1,0.0,1,1,0,Mr
753,23.0,0,0,0,754,3,1,0.0,1,1,0,Mr
754,48.0,0,3,2,755,2,0,1.0,4,0,0,Mrs
755,0.67,0,2,1,756,2,1,1.0,3,0,0,Master
756,28.0,0,0,0,757,3,1,0.0,1,1,0,Mr
757,18.0,0,1,0,758,2,1,0.0,1,1,0,Mr
758,34.0,0,1,0,759,3,1,0.0,1,1,0,Mr
759,33.0,0,3,0,760,1,0,1.0,1,1,1,Rare
760,28.0,0,2,0,761,3,1,0.0,1,1,0,Mr
761,41.0,0,0,0,762,3,1,0.0,1,1,0,Mr
762,20.0,1,0,0,763,3,1,1.0,1,1,0,Mr
763,36.0,0,3,2,764,1,0,1.0,4,0,1,Mrs
764,16.0,0,0,0,765,3,1,0.0,1,1,0,Mr
765,51.0,0,3,0,766,1,0,1.0,2,0,1,Mrs
766,28.0,1,3,0,767,1,1,0.0,1,1,0,Rare
767,30.5,2,0,0,768,3,0,0.0,1,1,0,Miss
768,28.0,2,2,0,769,3,1,0.0,2,0,0,Mr
769,32.0,0,1,0,770,3,1,0.0,1,1,0,Mr
770,24.0,0,1,0,771,3,1,0.0,1,1,0,Mr
771,48.0,0,0,0,772,3,1,0.0,1,1,0,Mr
772,57.0,0,1,0,773,2,0,0.0,1,1,1,Mrs
773,28.0,1,0,0,774,3,1,0.0,1,1,0,Mr
774,54.0,0,2,3,775,2,0,1.0,5,0,0,Mrs
775,18.0,0,0,0,776,3,1,0.0,1,1,0,Mr
776,28.0,2,0,0,777,3,1,0.0,1,1,1,Mr
777,5.0,0,1,0,778,3,0,1.0,1,1,0,Miss
778,28.0,2,0,0,779,3,1,0.0,1,1,0,Mr
779,43.0,0,3,1,780,1,0,1.0,2,0,1,Mrs
780,13.0,1,0,0,781,3,0,1.0,1,1,0,Miss
781,17.0,0,3,0,782,1,0,1.0,2,0,1,Mrs
782,29.0,0,2,0,783,1,1,0.0,1,1,1,Mr
783,28.0,0,2,2,784,3,1,0.0,4,0,0,Mr
784,25.0,0,0,0,785,3,1,0.0,1,1,0,Mr
785,25.0,0,0,0,786,3,1,0.0,1,1,0,Mr
786,18.0,0,0,0,787,3,0,1.0,1,1,0,Miss
787,8.0,2,2,1,788,3,1,0.0,6,0,0,Master
788,1.0,0,2,2,789,3,1,1.0,4,0,0,Master
789,46.0,1,3,0,790,1,1,0.0,1,1,1,Mr
790,28.0,2,0,0,791,3,1,0.0,1,1,0,Mr
791,16.0,0,2,0,792,2,1,0.0,1,1,0,Mr
792,28.0,0,3,2,793,3,0,0.0,11,0,0,Miss
793,28.0,1,2,0,794,1,1,0.0,1,1,0,Mr
794,25.0,0,0,0,795,3,1,0.0,1,1,0,Mr
795,39.0,0,1,0,796,2,1,0.0,1,1,0,Mr
796,49.0,0,2,0,797,1,0,1.0,1,1,1,Rare
797,31.0,0,1,0,798,3,0,1.0,1,1,0,Mrs
798,30.0,1,0,0,799,3,1,0.0,1,1,0,Mr
799,30.0,0,2,1,800,3,0,0.0,3,0,0,Mrs
800,34.0,0,1,0,801,2,1,0.0,1,1,0,Mr
801,31.0,0,2,1,802,2,0,1.0,3,0,0,Mrs
802,11.0,0,3,2,803,1,1,1.0,4,0,1,Master
803,0.42,1,1,1,804,3,1,1.0,2,0,0,Master
804,27.0,0,0,0,805,3,1,1.0,1,1,0,Mr
805,31.0,0,0,0,806,3,1,0.0,1,1,0,Mr
806,39.0,0,0,0,807,1,1,0.0,1,1,1,Mr
807,18.0,0,0,0,808,3,0,0.0,1,1,0,Miss
808,39.0,0,1,0,809,2,1,0.0,1,1,0,Mr
809,33.0,0,3,0,810,1,0,1.0,2,0,1,Mrs
810,26.0,0,0,0,811,3,1,0.0,1,1,0,Mr
811,39.0,0,2,0,812,3,1,0.0,1,1,0,Mr
812,35.0,0,1,0,813,2,1,0.0,1,1,0,Mr
813,6.0,0,3,2,814,3,0,0.0,7,0,0,Miss
814,30.5,0,1,0,815,3,1,0.0,1,1,0,Mr
815,28.0,0,0,0,816,1,1,0.0,1,1,1,Mr
816,23.0,0,1,0,817,3,0,0.0,1,1,0,Miss
817,31.0,1,3,1,818,2,1,0.0,3,0,0,Mr
818,43.0,0,0,0,819,3,1,0.0,1,1,0,Mr
819,10.0,0,2,2,820,3,1,0.0,6,0,0,Master
820,52.0,0,3,1,821,1,0,1.0,3,0,1,Mrs
821,27.0,0,1,0,822,3,1,1.0,1,1,0,Mr
822,38.0,0,0,0,823,1,1,0.0,1,1,0,Rare
823,27.0,0,1,1,824,3,0,1.0,2,0,1,Mrs
824,2.0,0,3,1,825,3,1,0.0,6,0,0,Master
825,28.0,2,0,0,826,3,1,0.0,1,1,0,Mr
826,28.0,0,3,0,827,3,1,0.0,1,1,0,Mr
827,1.0,1,3,2,828,2,1,1.0,3,0,0,Master
828,28.0,2,0,0,829,3,1,1.0,1,1,0,Mr
829,62.0,0,3,0,830,1,0,1.0,1,1,1,Mrs
830,15.0,1,2,0,831,3,0,1.0,2,0,0,Mrs
831,0.83,0,2,1,832,2,1,1.0,3,0,0,Master
832,28.0,1,0,0,833,3,1,0.0,1,1,0,Mr
833,23.0,0,0,0,834,3,1,0.0,1,1,0,Mr
834,18.0,0,1,0,835,3,1,0.0,1,1,0,Mr
835,39.0,1,3,1,836,1,0,1.0,3,0,1,Miss
836,21.0,0,1,0,837,3,1,0.0,1,1,0,Mr
837,28.0,0,1,0,838,3,1,0.0,1,1,0,Mr
838,32.0,0,3,0,839,3,1,1.0,1,1,0,Mr
839,28.0,1,2,0,840,1,1,1.0,1,1,1,Mr
840,20.0,0,1,0,841,3,1,0.0,1,1,0,Mr
841,16.0,0,1,0,842,2,1,0.0,1,1,0,Mr
842,30.0,1,2,0,843,1,0,1.0,1,1,0,Miss
843,34.5,1,0,0,844,3,1,0.0,1,1,0,Mr
844,17.0,0,1,0,845,3,1,0.0,1,1,0,Mr
845,42.0,0,0,0,846,3,1,0.0,1,1,0,Mr
846,28.0,0,3,2,847,3,1,0.0,11,0,0,Mr
847,35.0,1,0,0,848,3,1,0.0,1,1,0,Mr
848,28.0,0,3,1,849,2,1,0.0,2,0,0,Rare
849,28.0,1,3,0,850,1,0,1.0,2,0,1,Mrs
850,4.0,0,3,2,851,3,1,0.0,7,0,0,Master
851,74.0,0,0,0,852,3,1,0.0,1,1,0,Mr
852,9.0,1,2,1,853,3,0,0.0,3,0,0,Miss
853,16.0,0,3,1,854,1,0,1.0,2,0,1,Miss
854,44.0,0,2,0,855,2,0,0.0,2,0,0,Mrs
855,18.0,0,1,1,856,3,0,1.0,2,0,0,Mrs
856,45.0,0,3,1,857,1,0,1.0,3,0,0,Mrs
857,51.0,0,2,0,858,1,1,1.0,1,1,1,Mr
858,24.0,1,2,3,859,3,0,1.0,4,0,0,Mrs
859,28.0,1,0,0,860,3,1,0.0,1,1,0,Mr
860,41.0,0,1,0,861,3,1,0.0,3,0,0,Mr
861,21.0,0,1,0,862,2,1,0.0,2,0,0,Mr
862,48.0,0,2,0,863,1,0,1.0,1,1,1,Mrs
863,28.0,0,3,2,864,3,0,0.0,11,0,0,Miss
864,24.0,0,1,0,865,2,1,0.0,1,1,0,Mr
865,42.0,0,1,0,866,2,0,1.0,1,1,0,Mrs
