,Age,Fare,Parch,PassengerId,Pclass,Sex,Survived,Embarked_Q,Embarked_S,FamilySize,IsAlone,Has_Cabin,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
363,35.0,0,0,364,3,1,0.0,0,1,1,1,0,0,1,0,0
364,28.0,2,0,365,3,1,0.0,1,0,2,0,0,0,1,0,0
365,30.0,0,0,366,3,1,0.0,0,1,1,1,0,0,1,0,0
366,60.0,3,0,367,1,0,1.0,0,0,2,0,1,0,0,1,0
367,28.0,0,0,368,3,0,1.0,0,0,1,1,0,0,0,1,0
368,28.0,0,0,369,3,0,1.0,1,0,1,1,0,1,0,0,0
369,24.0,3,0,370,1,0,1.0,0,0,1,1,1,0,0,1,0
370,25.0,3,0,371,1,1,1.0,0,0,2,0,1,0,1,0,0
371,18.0,0,0,372,3,1,0.0,0,1,2,0,0,0,1,0,0
372,19.0,1,0,373,3,1,0.0,0,1,1,1,0,0,1,0,0
373,22.0,3,0,374,1,1,0.0,0,0,1,1,0,0,1,0,0
374,3.0,2,1,375,3,0,0.0,0,1,5,0,0,1,0,0,0
375,28.0,3,0,376,1,0,1.0,0,0,2,0,0,0,0,1,0
376,22.0,0,0,377,3,0,1.0,0,1,1,1,0,1,0,0,0
377,27.0,3,2,378,1,1,0.0,0,0,3,0,1,0,1,0,0
378,20.0,0,0,379,3,1,0.0,0,0,1,1,0,0,1,0,0
379,19.0,0,0,380,3,1,0.0,0,1,1,1,0,0,1,0,0
380,42.0,3,0,381,1,0,1.0,0,0,1,1,0,1,0,0,0
381,1.0,2,2,382,3,0,1.0,0,0,3,0,0,1,0,0,0
382,32.0,1,0,383,3,1,0.0,0,1,1,1,0,0,1,0,0
383,35.0,3,0,384,1,0,1.0,0,1,2,0,0,0,0,1,0
384,28.0,0,0,385,3,1,0.0,0,1,1,1,0,0,1,0,0
385,18.0,3,0,386,2,1,0.0,0,1,1,1,0,0,1,0,0
386,1.0,3,2,387,3,1,0.0,0,1,8,0,0,0,0,0,0
387,36.0,1,0,388,2,0,1.0,0,1,1,1,0,1,0,0,0
388,28.0,0,0,389,3,1,0.0,1,0,1,1,0,0,1,0,0
389,17.0,1,0,390,2,0,1.0,0,0,1,1,0,1,0,0,0
390,36.0,3,2,391,1,1,1.0,0,1,4,0,1,0,1,0,0
391,21.0,0,0,392,3,1,1.0,0,1,1,1,0,0,1,0,0
392,28.0,1,0,393,3,1,0.0,0,1,3,0,0,0,1,0,0
393,23.0,3,0,394,1,0,1.0,0,0,2,0,1,1,0,0,0
394,24.0,2,2,395,3,0,1.0,0,1,3,0,1,0,0,1,0
395,22.0,0,0,396,3,1,0.0,0,1,1,1,0,0,1,0,0
396,31.0,0,0,397,3,0,0.0,0,1,1,1,0,1,0,0,0
397,46.0,2,0,398,2,1,0.0,0,1,1,1,0,0,1,0,0
398,23.0,1,0,399,2,1,0.0,0,1,1,1,0,0,0,0,1
399,28.0,1,0,400,2,0,1.0,0,1,1,1,0,0,0,1,0
400,39.0,1,0,401,3,1,1.0,0,1,1,1,0,0,1,0,0
401,26.0,1,0,402,3,1,0.0,0,1,1,1,0,0,1,0,0
402,21.0,1,0,403,3,0,0.0,0,1,2,0,0,1,0,0,0
403,28.0,2,0,404,3,1,0.0,0,1,2,0,0,0,1,0,0
404,20.0,1,0,405,3,0,0.0,0,1,1,1,0,1,0,0,0
405,34.0,2,0,406,2,1,0.0,0,1,2,0,0,0,1,0,0
406,51.0,0,0,407,3,1,0.0,0,1,1,1,0,0,1,0,0
407,3.0,2,1,408,2,1,1.0,0,1,3,0,0,0,0,0,0
408,21.0,0,0,409,3,1,0.0,0,1,1,1,0,0,1,0,0
409,28.0,2,1,410,3,0,0.0,0,1,5,0,0,1,0,0,0
410,28.0,0,0,411,3,1,0.0,0,1,1,1,0,0,1,0,0
411,28.0,0,0,412,3,1,0.0,1,0,1,1,0,0,1,0,0
412,33.0,3,0,413,1,0,1.0,1,0,2,0,1,1,0,0,0
413,28.0,0,0,414,2,1,0.0,0,1,1,1,0,0,1,0,0
414,44.0,1,0,415,3,1,1.0,0,1,1,1,0,0,1,0,0
415,28.0,1,0,416,3,0,0.0,0,1,1,1,0,0,0,1,0
416,34.0,3,1,417,2,0,1.0,0,1,3,0,0,0,0,1,0
417,18.0,1,2,418,2,0,1.0,0,1,3,0,0,1,0,0,0
418,30.0,1,0,419,2,1,0.0,0,1,1,1,0,0,1,0,0
419,10.0,2,2,420,3,0,0.0,0,1,3,0,0,1,0,0,0
420,28.0,0,0,421,3,1,0.0,0,0,1,1,0,0,1,0,0
421,21.0,0,0,422,3,1,0.0,1,0,1,1,0,0,1,0,0
422,29.0,0,0,423,3,1,0.0,0,1,1,1,0,0,1,0,0
423,28.0,1,1,424,3,0,0.0,0,1,3,0,0,0,0,1,0
424,18.0,2,1,425,3,1,0.0,0,1,3,0,0,0,1,0,0
425,28.0,0,0,426,3,1,0.0,0,1,1,1,0,0,1,0,0
426,28.0,2,0,427,2,0,1.0,0,1,2,0,0,0,0,1,0
427,19.0,2,0,428,2,0,1.0,0,1,1,1,0,1,0,0,0
428,28.0,0,0,429,3,1,0.0,1,0,1,1,0,0,1,0,0
429,32.0,1,0,430,3,1,1.0,0,1,1,1,1,0,1,0,0
430,28.0,2,0,431,1,1,1.0,0,1,1,1,1,0,1,0,0
431,28.0,2,0,432,3,0,1.0,0,1,2,0,0,0,0,1,0
432,42.0,2,0,433,2,0,1.0,0,1,2,0,0,0,0,1,0
433,17.0,0,0,434,3,1,0.0,0,1,1,1,0,0,1,0,0
434,50.0,3,0,435,1,1,0.0,0,1,2,0,1,0,1,0,0
435,14.0,3,2,436,1,0,1.0,0,1,4,0,1,1,0,0,0
436,21.0,3,2,437,3,0,0.0,0,1,5,0,0,1,0,0,0
437,24.0,2,3,438,2,0,1.0,0,1,6,0,0,0,0,1,0
438,64.0,3,4,439,1,1,0.0,0,1,6,0,1,0,1,0,0
439,31.0,1,0,440,2,1,0.0,0,1,1,1,0,0,1,0,0
440,45.0,2,1,441,2,0,1.0,0,1,3,0,0,0,0,1,0
441,20.0,1,0,442,3,1,0.0,0,1,1,1,0,0,1,0,0
442,25.0,0,0,443,3,1,0.0,0,1,2,0,0,0,1,0,0
443,28.0,1,0,444,2,0,1.0,0,1,1,1,0,1,0,0,0
444,28.0,1,0,445,3,1,1.0,0,1,1,1,0,0,1,0,0
445,4.0,3,2,446,1,1,1.0,0,1,3,0,1,0,0,0,0
446,13.0,2,1,447,2,0,1.0,0,1,2,0,0,1,0,0,0
447,34.0,2,0,448,1,1,1.0,0,1,1,1,0,0,1,0,0
448,5.0,2,1,449,3,0,1.0,0,0,4,0,0,1,0,0,0
449,52.0,2,0,450,1,1,1.0,0,1,1,1,1,0,0,0,1
450,36.0,2,2,451,2,1,0.0,0,1,4,0,0,0,1,0,0
451,28.0,2,0,452,3,1,0.0,0,1,2,0,0,0,1,0,0
452,30.0,2,0,453,1,1,0.0,0,0,1,1,1,0,1,0,0
453,49.0,3,0,454,1,1,1.0,0,0,2,0,1,0,1,0,0
454,28.0,1,0,455,3,1,0.0,0,1,1,1,0,0,1,0,0
455,29.0,0,0,456,3,1,1.0,0,0,1,1,0,0,1,0,0
456,65.0,2,0,457,1,1,0.0,0,1,1,1,1,0,1,0,0
457,28.0,3,0,458,1,0,1.0,0,1,2,0,1,0,0,1,0
458,50.0,1,0,459,2,0,1.0,0,1,1,1,0,1,0,0,0
459,28.0,0,0,460,3,1,0.0,1,0,1,1,0,0,1,0,0
460,48.0,2,0,461,1,1,1.0,0,1,1,1,1,0,1,0,0
461,34.0,1,0,462,3,1,0.0,0,1,1,1,0,0,1,0,0
462,47.0,3,0,463,1,1,0.0,0,1,1,1,1,0,1,0,0
463,48.0,1,0,464,2,1,0.0,0,1,1,1,0,0,1,0,0
464,28.0,1,0,465,3,1,0.0,0,1,1,1,0,0,1,0,0
465,38.0,0,0,466,3,1,0.0,0,1,1,1,0,0,1,0,0
466,28.0,0,0,467,2,1,0.0,0,1,1,1,0,0,1,0,0
467,56.0,2,0,468,1,1,0.0,0,1,1,1,0,0,1,0,0
468,28.0,0,0,469,3,1,0.0,1,0,1,1,0,0,1,0,0
469,0.75,2,1,470,3,0,1.0,0,0,4,0,0,1,0,0,0
470,28.0,0,0,471,3,1,0.0,0,1,1,1,0,0,1,0,0
471,38.0,1,0,472,3,1,0.0,0,1,1,1,0,0,1,0,0
472,33.0,2,2,473,2,0,1.0,0,1,4,0,0,0,0,1,0
473,23.0,1,0,474,2,0,1.0,0,0,1,1,1,0,0,1,0
474,22.0,1,0,475,3,0,0.0,0,1,1,1,0,1,0,0,0
475,28.0,3,0,476,1,1,0.0,0,1,1,1,1,0,1,0,0
476,34.0,2,0,477,2,1,0.0,0,1,2,0,0,0,1,0,0
477,29.0,0,0,478,3,1,0.0,0,1,2,0,0,0,1,0,0
478,22.0,0,0,479,3,1,0.0,0,1,1,1,0,0,1,0,0
479,2.0,1,1,480,3,0,1.0,0,1,2,0,0,1,0,0,0
480,9.0,3,2,481,3,1,0.0,0,1,8,0,0,0,0,0,0
481,28.0,0,0,482,2,1,0.0,0,1,1,1,0,0,1,0,0
482,50.0,1,0,483,3,1,0.0,0,1,1,1,0,0,1,0,0
483,63.0,1,0,484,3,0,1.0,0,1,1,1,0,0,0,1,0
484,25.0,3,0,485,1,1,1.0,0,0,2,0,1,0,1,0,0
485,28.0,2,1,486,3,0,0.0,0,1,5,0,0,1,0,0,0
486,35.0,3,0,487,1,0,1.0,0,1,2,0,1,0,0,1,0
487,58.0,2,0,488,1,1,0.0,0,0,1,1,1,0,1,0,0
488,30.0,1,0,489,3,1,0.0,0,1,1,1,0,0,1,0,0
489,9.0,2,1,490,3,1,1.0,0,1,3,0,0,0,0,0,0
490,28.0,2,0,491,3,1,0.0,0,1,2,0,0,0,1,0,0
491,21.0,0,0,492,3,1,0.0,0,1,1,1,0,0,1,0,0
492,55.0,2,0,493,1,1,0.0,0,1,1,1,1,0,1,0,0
493,71.0,3,0,494,1,1,0.0,0,0,1,1,0,0,1,0,0
494,21.0,1,0,495,3,1,0.0,0,1,1,1,0,0,1,0,0
495,28.0,2,0,496,3,1,0.0,0,0,1,1,0,0,1,0,0
496,54.0,3,0,497,1,0,1.0,0,0,2,0,1,1,0,0,0
497,28.0,2,0,498,3,1,0.0,0,1,1,1,0,0,1,0,0
498,25.0,3,2,499,1,0,0.0,0,1,4,0,1,0,0,1,0
499,24.0,0,0,500,3,1,0.0,0,1,1,1,0,0,1,0,0
500,17.0,1,0,501,3,1,0.0,0,1,1,1,0,0,1,0,0
501,21.0,0,0,502,3,0,0.0,1,0,1,1,0,1,0,0,0
502,28.0,0,0,503,3,0,0.0,1,0,1,1,0,1,0,0,0
503,37.0,1,0,504,3,0,0.0,0,1,1,1,0,1,0,0,0
504,16.0,3,0,505,1,0,1.0,0,1,1,1,1,1,0,0,0
505,18.0,3,0,506,1,1,0.0,0,0,2,0,1,0,1,0,0
506,33.0,2,2,507,2,0,1.0,0,1,3,0,0,0,0,1,0
507,28.0,2,0,508,1,1,1.0,0,1,1,1,0,0,1,0,0
508,28.0,2,0,509,3,1,0.0,0,1,1,1,0,0,1,0,0
509,26.0,3,0,510,3,1,1.0,0,1,1,1,0,0,1,0,0
510,29.0,0,0,511,3,1,1.0,1,0,1,1,0,0,1,0,0
511,28.0,1,0,512,3,1,0.0,0,1,1,1,0,0,1,0,0
512,36.0,2,0,513,1,1,1.0,0,1,1,1,1,0,1,0,0
513,54.0,3,0,514,1,0,1.0,0,0,2,0,0,0,0,1,0
514,24.0,0,0,515,3,1,0.0,0,1,1,1,0,0,1,0,0
515,47.0,3,0,516,1,1,0.0,0,1,1,1,1,0,1,0,0
516,34.0,1,0,517,2,0,1.0,0,1,1,1,1,0,0,1,0
517,28.0,2,0,518,3,1,0.0,1,0,1,1,0,0,1,0,0
518,36.0,2,0,519,2,0,1.0,0,1,2,0,0,0,0,1,0
519,32.0,0,0,520,3,1,0.0,0,1,1,1,0,0,1,0,0
520,30.0,3,0,521,1,0,1.0,0,1,1,1,1,1,0,0,0
521,22.0,0,0,522,3,1,0.0,0,1,1,1,0,0,1,0,0
522,28.0,0,0,523,3,1,0.0,0,0,1,1,0,0,1,0,0
523,44.0,3,1,524,1,0,1.0,0,0,2,0,1,0,0,1,0
524,28.0,0,0,525,3,1,0.0,0,0,1,1,0,0,1,0,0
525,40.5,0,0,526,3,1,0.0,1,0,1,1,0,0,1,0,0
526,50.0,1,0,527,2,0,1.0,0,1,1,1,0,1,0,0,0
527,28.0,3,0,528,1,1,0.0,0,1,1,1,1,0,1,0,0
528,39.0,1,0,529,3,1,0.0,0,1,1,1,0,0,1,0,0
529,23.0,1,1,530,2,1,0.0,0,1,4,0,0,0,1,0,0
530,2.0,2,1,531,2,0,1.0,0,1,3,0,0,1,0,0,0
531,28.0,0,0,532,3,1,0.0,0,0,1,1,0,0,1,0,0
532,17.0,0,1,533,3,1,0.0,0,0,3,0,0,0,1,0,0
533,28.0,2,2,534,3,0,1.0,0,0,3,0,0,0,0,1,0
534,30.0,1,0,535,3,0,0.0,0,1,1,1,0,1,0,0,0
535,7.0,2,2,536,2,0,1.0,0,1,3,0,0,1,0,0,0
536,45.0,2,0,537,1,1,0.0,0,1,1,1,1,0,0,0,1
537,30.0,3,0,538,1,0,1.0,0,0,1,1,0,1,0,0,0
538,28.0,2,0,539,3,1,0.0,0,1,1,1,0,0,1,0,0
539,22.0,3,2,540,1,0,1.0,0,0,3,0,1,1,0,0,0
540,36.0,3,2,541,1,0,1.0,0,1,3,0,1,1,0,0,0
541,9.0,3,2,542,3,0,0.0,0,1,7,0,0,1,0,0,0
542,11.0,3,2,543,3,0,0.0,0,1,7,0,0,1,0,0,0
543,32.0,2,0,544,2,1,1.0,0,1,2,0,0,0,1,0,0
544,50.0,3,0,545,1,1,0.0,0,0,2,0,1,0,1,0,0
545,64.0,2,0,546,1,1,0.0,0,1,1,1,0,0,1,0,0
546,19.0,2,0,547,2,0,1.0,0,1,2,0,0,0,0,1,0
547,28.0,1,0,548,2,1,1.0,0,0,1,1,0,0,1,0,0
548,33.0,2,1,549,3,1,0.0,0,1,3,0,0,0,1,0,0
549,8.0,3,1,550,2,1,1.0,0,1,3,0,0,0,0,0,0
550,17.0,3,2,551,1,1,1.0,0,0,3,0,1,0,1,0,0
551,27.0,2,0,552,2,1,0.0,0,1,1,1,0,0,1,0,0
552,28.0,0,0,553,3,1,0.0,1,0,1,1,0,0,1,0,0
553,22.0,0,0,554,3,1,1.0,0,0,1,1,0,0,1,0,0
554,22.0,0,0,555,3,0,1.0,0,1,1,1,0,1,0,0,0
555,62.0,2,0,556,1,1,0.0,0,1,1,1,0,0,1,0,0
556,48.0,3,0,557,1,0,1.0,0,0,2,0,1,0,0,0,1
557,28.0,3,0,558,1,1,0.0,0,0,1,1,0,0,1,0,0
558,39.0,3,1,559,1,0,1.0,0,1,3,0,1,0,0,1,0
559,36.0,2,0,560,3,0,1.0,0,1,2,0,0,0,0,1,0
560,28.0,0,0,561,3,1,0.0,1,0,1,1,0,0,1,0,0
561,40.0,0,0,562,3,1,0.0,0,1,1,1,0,0,1,0,0
562,28.0,1,0,563,2,1,0.0,0,1,1,1,0,0,1,0,0
563,28.0,1,0,564,3,1,0.0,0,1,1,1,0,0,1,0,0
564,28.0,1,0,565,3,0,0.0,0,1,1,1,0,1,0,0,0
565,24.0,2,0,566,3,1,0.0,0,1,3,0,0,0,1,0,0
566,19.0,0,0,567,3,1,0.0,0,1,1,1,0,0,1,0,0
567,29.0,2,4,568,3,0,0.0,0,1,5,0,0,0,0,1,0
568,28.0,0,0,569,3,1,0.0,0,0,1,1,0,0,1,0,0
569,32.0,0,0,570,3,1,1.0,0,1,1,1,0,0,1,0,0
570,62.0,1,0,571,2,1,1.0,0,1,1,1,0,0,1,0,0
571,53.0,3,0,572,1,0,1.0,0,1,3,0,1,0,0,1,0
572,36.0,2,0,573,1,1,1.0,0,1,1,1,1,0,1,0,0
573,28.0,0,0,574,3,0,1.0,1,0,1,1,0,1,0,0,0
574,16.0,1,0,575,3,1,0.0,0,1,1,1,0,0,1,0,0
575,19.0,2,0,576,3,1,0.0,0,1,1,1,0,0,1,0,0
576,34.0,1,0,577,2,0,1.0,0,1,1,1,0,1,0,0,0
577,39.0,3,0,578,1,0,1.0,0,1,2,0,1,0,0,1,0
578,28.0,2,0,579,3,0,0.0,0,0,2,0,0,0,0,1,0
579,32.0,1,0,580,3,1,1.0,0,1,1,1,0,0,1,0,0
580,25.0,2,1,581,2,0,1.0,0,1,3,0,0,1,0,0,0
581,39.0,3,1,582,1,0,1.0,0,0,3,0,1,0,0,1,0
582,54.0,2,0,583,2,1,0.0,0,1,1,1,0,0,1,0,0
583,36.0,3,0,584,1,1,0.0,0,0,1,1,1,0,1,0,0
584,28.0,1,0,585,3,1,0.0,0,0,1,1,0,0,1,0,0
585,18.0,3,2,586,1,0,1.0,0,1,3,0,1,1,0,0,0
586,47.0,2,0,587,2,1,0.0,0,1,1,1,0,0,1,0,0
587,60.0,3,1,588,1,1,1.0,0,0,3,0,1,0,1,0,0
588,22.0,1,0,589,3,1,0.0,0,1,1,1,0,0,1,0,0
589,28.0,1,0,590,3,1,0.0,0,1,1,1,0,0,1,0,0
590,35.0,0,0,591,3,1,0.0,0,1,1,1,0,0,1,0,0
591,52.0,3,0,592,1,0,1.0,0,0,2,0,1,0,0,1,0
592,47.0,0,0,593,3,1,0.0,0,1,1,1,0,0,1,0,0
593,28.0,0,2,594,3,0,0.0,1,0,3,0,0,1,0,0,0
594,37.0,2,0,595,2,1,0.0,0,1,2,0,0,0,1,0,0
595,36.0,2,1,596,3,1,0.0,0,1,3,0,0,0,1,0,0
596,28.0,3,0,597,2,0,1.0,0,1,1,1,0,1,0,0,0
597,49.0,0,0,598,3,1,0.0,0,1,1,1,0,0,1,0,0
598,28.0,0,0,599,3,1,0.0,0,0,1,1,0,0,1,0,0
599,49.0,3,0,600,1,1,1.0,0,0,2,0,1,0,1,0,0
600,24.0,2,1,601,2,0,1.0,0,1,4,0,0,0,0,1,0
601,28.0,0,0,602,3,1,0.0,0,1,1,1,0,0,1,0,0
602,28.0,3,0,603,1,1,0.0,0,1,1,1,0,0,1,0,0
603,44.0,1,0,604,3,1,0.0,0,1,1,1,0,0,1,0,0
604,35.0,2,0,605,1,1,1.0,0,0,1,1,0,0,1,0,0
605,36.0,2,0,606,3,1,0.0,0,1,2,0,0,0,1,0,0
606,30.0,0,0,607,3,1,0.0,0,1,1,1,0,0,1,0,0
607,27.0,2,0,608,1,1,1.0,0,1,1,1,0,0,1,0,0
608,22.0,3,2,609,2,0,1.0,0,0,4,0,0,0,0,1,0
609,40.0,3,0,610,1,0,1.0,0,1,1,1,1,1,0,0,0
610,39.0,3,5,611,3,0,0.0,0,1,7,0,0,0,0,1,0
611,28.0,0,0,612,3,1,0.0,0,1,1,1,0,0,1,0,0
612,28.0,2,0,613,3,0,1.0,1,0,2,0,0,1,0,0,0
613,28.0,0,0,614,3,1,0.0,1,0,1,1,0,0,1,0,0
614,35.0,1,0,615,3,1,0.0,0,1,1,1,0,0,1,0,0
615,24.0,3,2,616,2,0,1.0,0,1,4,0,0,1,0,0,0
616,34.0,1,1,617,3,1,0.0,0,1,3,0,0,0,1,0,0
617,26.0,2,0,618,3,0,0.0,0,1,2,0,0,0,0,1,0
618,4.0,3,1,619,2,0,1.0,0,1,4,0,1,1,0,0,0
619,26.0,1,0,620,2,1,0.0,0,1,1,1,0,0,1,0,0
620,27.0,2,0,621,3,1,0.0,0,0,2,0,0,0,1,0,0
621,42.0,3,0,622,1,1,1.0,0,1,2,0,1,0,1,0,0
622,20.0,2,1,623,3,1,1.0,0,0,3,0,0,0,1,0,0
623,21.0,0,0,624,3,1,0.0,0,1,1,1,0,0,1,0,0
624,21.0,2,0,625,3,1,0.0,0,1,1,1,0,0,1,0,0
625,61.0,3,0,626,1,1,0.0,0,1,1,1,1,0,1,0,0
626,57.0,1,0,627,2,1,0.0,1,0,1,1,0,0,0,0,1
627,21.0,3,0,628,1,0,1.0,0,1,1,1,1,1,0,0,0
628,26.0,0,0,629,3,1,0.0,0,1,1,1,0,0,1,0,0
629,28.0,0,0,630,3,1,0.0,1,0,1,1,0,0,1,0,0
630,80.0,2,0,631,1,1,1.0,0,1,1,1,1,0,1,0,0
631,51.0,0,0,632,3,1,0.0,0,1,1,1,0,0,1,0,0
632,32.0,2,0,633,1,1,1.0,0,0,1,1,1,0,0,0,1
633,28.0,0,0,634,1,1,0.0,0,1,1,1,0,0,1,0,0
634,9.0,2,2,635,3,0,0.0,0,1,6,0,0,1,0,0,0
635,28.0,1,0,636,2,0,1.0,0,1,1,1,0,1,0,0,0
636,32.0,1,0,637,3,1,0.0,0,1,1,1,0,0,1,0,0
637,31.0,2,1,638,2,1,0.0,0,1,3,0,0,0,1,0,0
638,41.0,3,5,639,3,0,0.0,0,1,6,0,0,0,0,1,0
639,28.0,2,0,640,3,1,0.0,0,1,2,0,0,0,1,0,0
640,20.0,0,0,641,3,1,0.0,0,1,1,1,0,0,1,0,0
641,24.0,3,0,642,1,0,1.0,0,0,1,1,1,1,0,0,0
642,2.0,2,2,643,3,0,0.0,0,1,6,0,0,1,0,0,0
643,28.0,3,0,644,3,1,1.0,0,1,1,1,0,0,1,0,0
644,0.75,2,1,645,3,0,1.0,0,0,4,0,0,1,0,0,0
645,48.0,3,0,646,1,1,1.0,0,0,2,0,1,0,1,0,0
646,19.0,0,0,647,3,1,0.0,0,1,1,1,0,0,1,0,0
647,56.0,3,0,648,1,1,1.0,0,0,1,1,1,0,0,0,1
648,28.0,0,0,649,3,1,0.0,0,1,1,1,0,0,1,0,0
649,23.0,0,0,650,3,0,1.0,0,1,1,1,0,1,0,0,0
650,28.0,0,0,651,3,1,0.0,0,1,1,1,0,0,1,0,0
651,18.0,2,1,652,2,0,1.0,0,1,2,0,0,1,0,0,0
652,21.0,1,0,653,3,1,0.0,0,1,1,1,0,0,1,0,0
653,28.0,0,0,654,3,0,1.0,1,0,1,1,0,1,0,0,0
654,18.0,0,0,655,3,0,0.0,1,0,1,1,0,1,0,0,0
655,24.0,3,0,656,2,1,0.0,0,1,3,0,0,0,1,0,0
656,28.0,0,0,657,3,1,0.0,0,1,1,1,0,0,1,0,0
657,32.0,2,1,658,3,0,0.0,1,0,3,0,0,0,0,1,0
658,23.0,1,0,659,2,1,0.0,0,1,1,1,0,0,1,0,0
659,58.0,3,2,660,1,1,0.0,0,0,3,0,1,0,1,0,0
660,50.0,3,0,661,1,1,1.0,0,1,3,0,0,0,0,0,1
661,40.0,0,0,662,3,1,0.0,0,0,1,1,0,0,1,0,0
662,47.0,2,0,663,1,1,0.0,0,1,1,1,1,0,1,0,0
663,36.0,0,0,664,3,1,0.0,0,1,1,1,0,0,1,0,0
664,20.0,1,0,665,3,1,1.0,0,1,2,0,0,0,1,0,0
665,32.0,3,0,666,2,1,0.0,0,1,3,0,0,0,1,0,0
666,25.0,1,0,667,2,1,0.0,0,1,1,1,0,0,1,0,0
667,28.0,0,0,668,3,1,0.0,0,1,1,1,0,0,1,0,0
668,43.0,1,0,669,3,1,0.0,0,1,1,1,0,0,1,0,0
669,28.0,3,0,670,1,0,1.0,0,1,2,0,1,0,0,1,0
670,40.0,3,1,671,2,0,1.0,0,1,3,0,0,0,0,1,0
671,31.0,3,0,672,1,1,0.0,0,1,2,0,1,0,1,0,0
672,70.0,1,0,673,2,1,0.0,0,1,1,1,0,0,1,0,0
673,31.0,1,0,674,2,1,1.0,0,1,1,1,0,0,1,0,0
674,28.0,0,0,675,2,1,0.0,0,1,1,1,0,0,1,0,0
675,18.0,0,0,676,3,1,0.0,0,1,1,1,0,0,1,0,0
676,24.5,1,0,677,3,1,0.0,0,1,1,1,0,0,1,0,0
677,18.0,1,0,678,3,0,1.0,0,1,1,1,0,1,0,0,0
678,43.0,3,6,679,3,0,0.0,0,1,8,0,0,0,0,1,0
679,36.0,3,1,680,1,1,1.0,0,0,2,0,1,0,1,0,0
680,28.0,1,0,681,3,0,0.0,1,0,1,1,0,1,0,0,0
681,27.0,3,0,682,1,1,1.0,0,0,1,1,1,0,1,0,0
682,20.0,1,0,683,3,1,0.0,0,1,1,1,0,0,1,0,0
683,14.0,3,2,684,3,1,0.0,0,1,8,0,0,0,1,0,0
684,60.0,3,1,685,2,1,0.0,0,1,3,0,0,0,1,0,0
685,25.0,3,2,686,2,1,0.0,0,0,4,0,0,0,1,0,0
686,14.0,3,1,687,3,1,0.0,0,1,6,0,0,0,1,0,0
687,19.0,1,0,688,3,1,0.0,0,1,1,1,0,0,1,0,0
688,18.0,0,0,689,3,1,0.0,0,1,1,1,0,0,1,0,0
689,15.0,3,1,690,1,0,1.0,0,1,2,0,1,1,0,0,0
690,31.0,3,0,691,1,1,1.0,0,1,2,0,1,0,1,0,0
691,4.0,1,1,692,3,0,1.0,0,0,2,0,0,1,0,0,0
692,28.0,3,0,693,3,1,1.0,0,1,1,1,0,0,1,0,0
693,25.0,0,0,694,3,1,0.0,0,0,1,1,0,0,1,0,0
694,60.0,2,0,695,1,1,0.0,0,1,1,1,0,0,0,0,1
695,52.0,1,0,696,2,1,0.0,0,1,1,1,0,0,1,0,0
696,44.0,1,0,697,3,1,0.0,0,1,1,1,0,0,1,0,0
697,28.0,0,0,698,3,0,1.0,1,0,1,1,0,1,0,0,0
698,49.0,3,1,699,1,1,0.0,0,0,3,0,1,0,1,0,0
699,42.0,0,0,700,3,1,0.0,0,1,1,1,1,0,1,0,0
700,18.0,3,0,701,1,0,1.0,0,0,2,0,1,0,0,1,0
701,35.0,2,0,702,1,1,1.0,0,1,1,1,1,0,1,0,0
702,18.0,2,1,703,3,0,0.0,0,0,2,0,0,1,0,0,0
703,25.0,0,0,704,3,1,0.0,1,0,1,1,0,0,1,0,0
704,26.0,0,0,705,3,1,0.0,0,1,2,0,0,0,1,0,0
705,39.0,2,0,706,2,1,0.0,0,1,1,1,0,0,1,0,0
706,45.0,1,0,707,2,0,1.0,0,1,1,1,0,0,0,1,0
707,42.0,2,0,708,1,1,1.0,0,1,1,1,1,0,1,0,0
708,22.0,3,0,709,1,0,1.0,0,1,1,1,0,1,0,0,0
709,28.0,2,1,710,3,1,1.0,0,0,3,0,0,0,0,0,0
710,24.0,3,0,711,1,0,1.0,0,0,1,1,1,1,0,0,0
711,28.0,2,0,712,1,1,0.0,0,1,1,1,1,0,1,0,0
712,48.0,3,0,713,1,1,1.0,0,1,2,0,1,0,1,0,0
713,29.0,1,0,714,3,1,0.0,0,1,1,1,0,0,1,0,0
714,52.0,1,0,715,2,1,0.0,0,1,1,1,0,0,1,0,0
715,19.0,0,0,716,3,1,0.0,0,1,1,1,1,0,1,0,0
716,38.0,3,0,717,1,0,1.0,0,0,1,1,1,1,0,0,0
717,27.0,1,0,718,2,0,1.0,0,1,1,1,1,1,0,0,0
718,28.0,2,0,719,3,1,0.0,1,0,1,1,0,0,1,0,0
719,33.0,0,0,720,3,1,0.0,0,1,1,1,0,0,1,0,0
720,6.0,3,1,721,2,0,1.0,0,1,2,0,0,1,0,0,0
721,17.0,0,0,722,3,1,0.0,0,1,2,0,0,0,1,0,0
722,34.0,1,0,723,2,1,0.0,0,1,1,1,0,0,1,0,0
723,50.0,1,0,724,2,1,0.0,0,1,1,1,0,0,1,0,0
724,27.0,3,0,725,1,1,1.0,0,1,2,0,1,0,1,0,0
725,20.0,1,0,726,3,1,0.0,0,1,1,1,0,0,1,0,0
726,30.0,2,0,727,2,0,1.0,0,1,4,0,0,0,0,1,0
727,28.0,0,0,728,3,0,1.0,1,0,1,1,0,1,0,0,0
